,FileCompName,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Audit Status,Auditor,Auditor EIN,Audit Opinion,Audit Type,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
44,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Cerda Munoz Advisors Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$8,170",$0,"$8,170"
45,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Gould Asset Management LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$8,159",$0,"$8,159"
46,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Private Asset Management Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$7,560",$0,"$7,560"
47,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Western Int'L Securities Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$7,264",$0,"$7,264"
48,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Focuspoint Solutions Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$7,247",$0,"$7,247"
49,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Jaffe Asset Management LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$7,053",$0,"$7,053"
50,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Morgan Stanley Dw Inc,"Direct payment from the plan, Securities brokerage commissions and fees",NONE,"$6,884",$0,"$6,884"
51,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Newport Financial Advisors Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$6,721",$0,"$6,721"
52,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Aspiriant LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$6,678",$0,"$6,678"
53,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Weatherly Asset Management,"Investment advisory (participants), Direct payment from the plan",NONE,"$6,393",$0,"$6,393"
54,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Elevage Partners LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$5,952",$0,"$5,952"
55,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Signature Investment Advisors,"Investment advisory (participants), Direct payment from the plan",NONE,"$5,710",$0,"$5,710"
56,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Worm Capital LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$5,576",$0,"$5,576"
57,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Osher Van De Voorde Investment,"Investment advisory (participants), Direct payment from the plan",NONE,"$5,346",$0,"$5,346"
58,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Callan Capital LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$5,131",$0,"$5,131"
59,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Charles Schwab Bank,"Trustee (directed), Other services, Direct payment from the plan, Investment management fees paid indirectly by plan, Float revenue",NONE,$1,$0,$1
60,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Total,Total,Total,"$5,718,426",$0,"$5,718,426"
