,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
31,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Aon Consulting Inc.,"Actuarial, Consulting (pension)",NONE,"$258,215",$0,"$258,215"
32,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Credit Value Offshore Fund,"Investment management, Investment management fees paid directly by plan",NONE,"$231,406",$0,"$231,406"
33,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Carlyle U.S. Equity Opp Fund Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$183,026",$0,"$183,026"
34,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Apollo Investment Fund VIII Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$170,197",$0,"$170,197"
35,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Kkr Lending Partners III Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$150,722",$0,"$150,722"
36,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Kayne Solutions Fund Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$134,309",$0,"$134,309"
37,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Crowe LLP,Accounting (including auditing),NONE,"$99,312",$0,"$99,312"
38,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,State Street Bank and Trust Co,"Investment management, Investment management fees paid directly by plan",NONE,"$95,947",$0,"$95,947"
39,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Kkr Special Situation Feeder II,"Investment management, Investment management fees paid directly by plan",NONE,"$92,665",$0,"$92,665"
40,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Eagle Point Credit Management LLC,"Investment management, Investment management fees paid directly by plan",NONE,"$82,783",$0,"$82,783"
41,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Blackrock Inc,Investment management,NONE,"$73,198",$0,"$73,198"
42,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Gso Capital Solutions Fd III,"Investment management, Investment management fees paid directly by plan",NONE,"$21,986",$0,"$21,986"
43,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Alight Solutions,Contract Administrator,NONE,"$19,500",$0,"$19,500"
44,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Barclays/Wells Fargo,"Investment management, Investment management fees paid directly by plan",NONE,"$16,815",$0,"$16,815"
45,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Clearwater Analytics,"Contract Administrator, Recordkeeping and information management (computing, tabulating, data processing, etc.), Direct payment from the plan",NONE,"$5,815",$0,"$5,815"
46,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Total,Total,Total,"$29,210,124",$0,"$29,210,124"
