,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/30/2017,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Report Description,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2017,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
32,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ows Mt II,Investment management fees paid indirectly by plan,Inv Manager,$0,"$67,375","$67,375"
33,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Wlr Rec IV,Investment management fees paid indirectly by plan,Inv Manager,$0,"$65,702","$65,702"
34,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,"Goldman, Sachs and Co.",Other commissions,Broker,$0,"$65,010","$65,010"
35,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ubs Securities Limited,Other commissions,Broker,$0,"$64,090","$64,090"
36,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,"Instinet, LLC",Other commissions,Broker,$0,"$56,981","$56,981"
37,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ocm Mezz III,Investment management fees paid indirectly by plan,Inv Manager,$0,"$50,439","$50,439"
38,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Jefferies LLC,Other commissions,Broker,$0,"$50,151","$50,151"
39,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Morgan Stanley & Co. LLC,Other commissions,Broker,$0,"$43,698","$43,698"
40,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Cerberus 2,Investment management fees paid indirectly by plan,Inv Manager,$0,"$38,045","$38,045"
41,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Deutsche Bank Securities Inc.,Other commissions,Broker,$0,"$37,682","$37,682"
42,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Jp Morgan Securities LLC,Other commissions,Broker,$0,"$37,601","$37,601"
43,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Trilantic IV,Investment management fees paid indirectly by plan,Inv Manager,$0,"$35,313","$35,313"
44,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Kkr Euro III,Investment management fees paid indirectly by plan,Inv Manager,$0,"$31,890","$31,890"
45,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Hsbc Securities (USA) Inc.,Other commissions,Broker,$0,"$31,272","$31,272"
46,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Kkr Asian II,Investment management fees paid indirectly by plan,Inv Manager,$0,"$30,840","$30,840"
47,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,"Sanford C. Bernstein & Co., LLC",Other commissions,Broker,$0,"$30,794","$30,794"
48,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Pantheon III,Investment management fees paid indirectly by plan,Inv Manager,$0,"$30,726","$30,726"
49,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Credit Suisse Securities LLC,Other commissions,Broker,$0,"$29,885","$29,885"
50,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ocm Opportunity Fund VII,Investment management fees paid indirectly by plan,Inv Manager,$0,"$28,195","$28,195"
51,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Nb Co,Investment management fees paid indirectly by plan,Inv Manager,$0,"$27,884","$27,884"
52,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Deloitte & Touche LLP,Accounting (including auditing),Accounting,"$27,637",$0,"$27,637"
53,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Hearthstone 2,Investment management fees paid indirectly by plan,Inv Manager,$0,"$26,982","$26,982"
54,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Mirae Asset Daewoo Co Ltd,Other commissions,Broker,$0,"$26,799","$26,799"
55,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Merrill Lynch Intl Limited,Other commissions,Broker,$0,"$26,318","$26,318"
56,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Kkr 2006,Investment management fees paid indirectly by plan,Inv Manager,$0,"$25,155","$25,155"
57,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ag Realty Net Lease,Investment management fees paid indirectly by plan,Inv Manager,$0,"$24,848","$24,848"
58,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,King Street,Investment management fees paid indirectly by plan,Inv Manager,$0,"$24,174","$24,174"
59,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Itg Inc.,Other commissions,Broker,$0,"$23,767","$23,767"
60,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,"Merrill Lynch, Pierce, Fenner & Smi",Other commissions,Broker,$0,"$23,159","$23,159"
61,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ocm Mezz II,Investment management fees paid indirectly by plan,Inv Manager,$0,"$21,685","$21,685"
62,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Angelo Gordon,Investment management fees paid indirectly by plan,Inv Manager,$0,"$21,326","$21,326"
63,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Mizuho Securities USA Inc,Other commissions,Broker,$0,"$21,144","$21,144"
64,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Investec Bank Plc,Other commissions,Broker,$0,"$21,031","$21,031"
65,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ag Capital Recovery Fund VI,Investment management fees paid indirectly by plan,Inv Manager,$0,"$20,488","$20,488"
